train_loss	val_loss
0.5744684598359623	0.2682090620784199
0.18746172640517897	0.07811559166978388
0.11827256563704024	0.07382217531695086
0.09866423846075409	0.08492779512615765
0.09159498119553332	0.09731470968793421
0.08987748119904686	0.0785920146633597
0.08252829065930987	0.07441972283756032
0.07842561757938582	0.07562953671988319
0.07722503320890882	0.07238381706616458
0.077007317832607	0.07170266701894648
0.13061312215802398	0.0721150312353583
0.09688145920694598	0.07897952549597796
0.1281114079751949	0.08542091443258173
0.08312823784043673	0.09611448864726459
0.10056814063446	0.09832480462158427
0.08328139674114554	0.09804649694877512
0.08417803369583148	0.10910113944726832
0.081593350458302	0.11614214278319303
0.08109666523994946	0.12658269966349883
0.08078068331909566	0.13712595096405814
0.08163006213844305	0.1417933365001398
0.08187150143026582	0.14634789789424224
0.08198856657393548	0.1505475443075685
0.08246462064444536	0.1564628087422427
0.08706181810844524	0.1596579157254275
