train_loss	val_loss
0.22387566618048227	0.07660927229067858
0.08728131095347134	0.07953900186454549
0.08109905168052145	0.07878172923536862
0.07986094378809697	0.08130622436018552
0.07936728169560915	0.07747695288237404
0.0849178681067127	0.07941410208449644
0.11007588275289729	0.08821634422330295
0.11518532879318785	0.09831558956819422
0.4692170866105238	0.10897917870213003
0.16401332659036041	0.12761837156379924
0.2136536123389416	0.1182877622983035
0.1285437910180343	0.21968870127902312
0.3549246876557105	0.15529309914392583
0.2423084790437569	0.3545076251029968
0.2676562629489281	0.28287457280299244
0.22882164408441497	0.4797142901841332
0.11950197541400005	0.5268909124767079
0.1188035816225687	0.5024350487134036
0.13794975121494246	0.5164899563088137
0.21848452578370386	0.5633196857045678
0.12203541122045111	0.5670258464182124
0.11571206179586982	0.5825044556575663
0.14435404436549676	0.6035852081635419
0.13103716138765398	0.6148937616278144
0.11543597466489564	0.6244637115913279
0.18740475271274204	0.6384566364919438
